time,open,high,low,close,volume
1761054360,25237.0,25237.25,25235.75,25236.25,38
1761054361,25236.25,25236.5,25235.0,25235.25,85
1761054362,25235.25,25235.25,25233.25,25233.5,198
1761054363,25233.5,25233.75,25230.0,25230.5,809
1761054364,25230.5,25232.25,25229.0,25229.0,381
1761054365,25229.0,25232.25,25228.0,25232.0,319
1761054366,25232.0,25234.75,25231.5,25234.5,229
1761054367,25234.5,25236.75,25233.75,25236.25,243
1761054368,25236.25,25240.25,25235.75,25240.0,251
1761054369,25240.0,25244.5,25239.25,25243.75,251
1761054370,25243.75,25245.0,25242.75,25243.5,217
1761054371,25243.5,25246.25,25242.75,25244.5,186
1761054372,25244.5,25249.75,25244.5,25249.5,310
1761054373,25249.5,25249.75,25245.5,25246.0,131
1761054374,25246.0,25246.5,25244.75,25245.0,170
1761054375,25245.0,25245.75,25243.25,25244.0,93
1761054376,25244.0,25244.75,25243.5,25243.5,67
1761054377,25243.5,25244.75,25243.0,25244.0,58
1761054378,25244.0,25247.5,25243.25,25246.75,97
1761054379,25246.75,25249.25,25246.0,25249.0,105
1761054380,25249.0,25250.75,25248.75,25250.0,125
1761054381,25250.0,25250.5,25248.75,25250.5,86
1761054382,25250.5,25253.0,25249.0,25253.0,194
1761054383,25253.0,25254.5,25251.75,25252.25,194
1761054384,25252.25,25253.25,25250.75,25253.0,154
1761054385,25253.0,25253.25,25250.75,25251.5,49
1761054386,25251.5,25251.75,25250.0,25250.0,63
1761054387,25250.0,25250.75,25249.25,25249.5,78
1761054388,25249.5,25249.75,25245.5,25246.0,94
1761054389,25246.0,25247.0,25245.0,25246.0,107
1761054390,25246.0,25248.0,25246.0,25247.75,84
1761054391,25247.75,25249.75,25247.25,25249.5,51
1761054392,25249.5,25249.5,25246.5,25247.5,52
1761054393,25247.5,25250.25,25247.5,25250.25,29
1761054394,25250.25,25253.0,25250.0,25252.75,88
1761054395,25252.75,25254.5,25252.5,25253.5,65
1761054396,25253.5,25254.5,25253.25,25253.75,47
1761054397,25253.75,25253.75,25251.0,25251.5,112
1761054398,25251.5,25253.0,25251.5,25251.5,63
1761054399,25251.5,25253.0,25251.5,25252.25,71
1761054400,25252.25,25252.75,25250.75,25252.75,45
1761054401,25252.75,25254.75,25251.75,25254.25,78
1761054402,25254.25,25260.5,25254.25,25259.75,439
1761054403,25259.75,25262.25,25258.75,25259.75,303
1761054404,25259.75,25260.25,25258.75,25260.0,196
1761054405,25260.0,25260.0,25257.5,25257.75,80
1761054406,25257.75,25259.0,25256.5,25257.0,73
1761054407,25257.0,25258.0,25256.25,25257.25,89
1761054408,25257.25,25259.5,25257.25,25258.75,33
1761054409,25258.75,25260.25,25258.25,25259.75,88
1761054410,25259.75,25261.0,25258.25,25258.75,119
1761054411,25258.75,25259.25,25258.0,25258.25,91
1761054412,25258.25,25259.25,25255.75,25257.25,105
1761054413,25257.25,25257.25,25255.5,25255.5,55
1761054414,25255.5,25256.5,25255.0,25256.5,52
1761054415,25256.5,25256.75,25255.75,25256.5,27
1761054416,25256.5,25259.25,25255.5,25259.25,41
1761054417,25259.25,25259.25,25258.25,25259.25,16
1761054418,25259.25,25259.5,25257.5,25257.5,70
1761054419,25257.5,25259.25,25257.25,25257.25,40
1761054420,25257.25,25259.25,25256.25,25258.75,90
1761054421,25258.75,25260.0,25256.25,25259.75,134
1761054422,25259.75,25261.0,25259.0,25259.0,161
1761054423,25259.0,25259.75,25257.0,25258.25,133
1761054424,25258.25,25261.0,25258.0,25260.5,77
1761054425,25260.5,25261.5,25259.75,25260.0,84
1761054426,25260.0,25260.75,25257.75,25259.75,136
1761054427,25259.75,25261.0,25258.0,25258.0,33
1761054428,25258.0,25258.75,25257.5,25258.25,61
1761054429,25258.25,25259.25,25257.75,25258.25,14
1761054430,25258.25,25259.25,25258.0,25258.5,21
1761054431,25258.5,25259.25,25256.25,25256.25,88
1761054432,25256.25,25257.5,25255.75,25256.75,50
1761054433,25256.75,25257.75,25256.5,25257.0,29
1761054434,25257.0,25258.0,25256.25,25256.5,42
1761054435,25256.5,25256.5,25253.75,25254.5,112
1761054436,25254.5,25255.25,25253.25,25255.0,150
1761054437,25255.0,25257.5,25255.0,25257.0,58
1761054438,25257.0,25257.0,25252.25,25252.5,104
1761054439,25252.5,25255.75,25252.0,25255.0,59
1761054440,25255.0,25255.75,25254.5,25254.75,27
1761054441,25254.75,25256.0,25254.5,25254.5,57
1761054442,25254.5,25254.5,25253.0,25253.0,23
1761054443,25253.0,25254.75,25253.0,25254.25,49
1761054444,25254.25,25255.0,25252.0,25252.75,49
1761054445,25252.75,25253.25,25252.0,25253.0,44
1761054446,25253.0,25253.25,25248.75,25249.0,122
1761054447,25249.0,25250.0,25247.5,25249.75,149
1761054448,25249.75,25250.0,25248.75,25250.0,60
1761054449,25250.0,25250.75,25248.75,25250.5,40
1761054450,25250.5,25250.75,25249.5,25250.25,62
1761054451,25250.25,25251.75,25249.75,25250.75,31
1761054452,25250.75,25251.0,25249.5,25249.75,27
1761054453,25249.75,25250.25,25247.0,25247.25,48
1761054454,25247.25,25248.0,25246.5,25246.5,63
1761054455,25246.5,25247.25,25243.75,25243.75,199
1761054456,25243.75,25244.0,25241.75,25241.75,146
1761054457,25241.75,25243.0,25240.75,25241.0,169
1761054458,25241.0,25243.25,25240.75,25242.0,128
1761054459,25242.0,25246.75,25242.0,25246.0,168
1761054460,25246.0,25246.0,25244.75,25244.75,60
1761054461,25244.75,25246.75,25244.75,25244.75,49
1761054462,25244.75,25245.0,25244.0,25244.5,19
1761054463,25244.5,25245.5,25244.5,25244.5,26
1761054464,25244.5,25246.5,25243.75,25245.25,65
1761054465,25245.25,25246.0,25244.25,25244.5,28
1761054466,25244.5,25246.0,25244.25,25245.5,60
1761054467,25245.5,25246.0,25242.5,25243.25,42
1761054468,25243.25,25245.0,25242.25,25244.75,52
1761054469,25244.75,25244.75,25242.0,25242.75,59
1761054470,25242.75,25243.0,25242.0,25243.0,33
1761054471,25243.0,25243.25,25241.0,25243.0,52
1761054472,25243.0,25243.0,25241.75,25242.0,47
1761054473,25242.0,25242.5,25240.5,25240.5,70
1761054474,25240.5,25242.5,25239.5,25242.5,123
1761054475,25242.5,25242.75,25241.5,25241.75,45
1761054476,25241.75,25242.25,25240.75,25241.0,40
1761054477,25241.0,25241.0,25239.5,25240.0,61
1761054478,25240.0,25240.25,25238.0,25238.5,121
1761054479,25238.5,25240.0,25237.25,25237.25,148
1761054480,25237.25,25238.5,25235.5,25238.25,177
1761054481,25238.25,25240.5,25237.75,25238.5,178
1761054482,25238.5,25242.0,25238.5,25240.5,93
1761054483,25240.5,25243.75,25240.0,25243.5,95
1761054484,25243.5,25243.5,25240.75,25241.0,128
1761054485,25241.0,25243.5,25241.0,25242.5,132
1761054486,25242.5,25243.25,25241.75,25243.0,195
1761054487,25243.0,25243.25,25242.5,25243.25,86
1761054488,25243.25,25243.5,25241.0,25242.25,86
1761054489,25242.25,25242.5,25240.25,25240.5,74
1761054490,25240.5,25243.0,25239.75,25241.5,74
1761054491,25241.5,25242.0,25240.5,25242.0,23
1761054492,25242.0,25243.0,25241.75,25243.0,42
1761054493,25243.0,25243.0,25242.0,25242.75,49
1761054494,25242.75,25243.5,25241.0,25241.25,43
1761054495,25241.25,25243.5,25240.75,25243.0,43
1761054496,25243.0,25243.5,25241.75,25242.0,34
1761054497,25242.0,25242.75,25240.25,25241.0,48
1761054498,25241.0,25241.0,25238.75,25239.0,84
1761054499,25239.0,25239.0,25238.0,25238.0,52
1761054500,25238.0,25238.0,25236.0,25237.0,133
1761054501,25237.0,25237.5,25235.25,25236.75,120
1761054502,25236.75,25237.0,25235.75,25235.75,61
1761054503,25235.75,25237.0,25234.25,25235.25,107
1761054504,25235.25,25235.75,25233.75,25233.75,102
1761054505,25233.75,25235.25,25233.5,25233.75,70
1761054506,25233.75,25234.5,25231.75,25234.0,202
1761054507,25234.0,25234.75,25233.0,25234.25,93
1761054508,25234.25,25241.5,25234.25,25241.5,167
1761054509,25241.5,25241.5,25239.25,25240.0,111
1761054510,25240.0,25240.75,25238.0,25239.25,40
1761054511,25239.25,25241.0,25238.75,25239.75,35
1761054512,25239.75,25241.25,25239.0,25240.5,45
1761054513,25240.5,25241.0,25238.25,25238.75,53
1761054514,25238.75,25239.5,25238.0,25238.5,24
1761054515,25238.5,25238.75,25237.25,25238.75,52
1761054516,25238.75,25239.5,25238.5,25239.25,26
1761054517,25239.25,25240.5,25238.75,25239.75,38
1761054518,25239.75,25239.75,25237.0,25237.5,51
1761054519,25237.5,25239.75,25237.25,25239.5,35
1761054520,25239.5,25240.75,25238.75,25238.75,31
1761054521,25238.75,25239.5,25236.0,25236.0,29
1761054522,25236.0,25236.0,25234.25,25234.75,77
1761054523,25234.75,25236.5,25234.75,25235.5,25
1761054524,25235.5,25237.25,25235.0,25237.0,69
1761054525,25237.0,25237.0,25235.0,25235.0,24
1761054526,25235.0,25235.25,25232.75,25234.0,68
1761054527,25234.0,25235.0,25233.5,25234.25,62
1761054528,25234.25,25235.5,25233.75,25235.5,39
1761054529,25235.5,25235.5,25234.0,25234.5,58
1761054530,25234.5,25235.25,25233.0,25234.0,75
1761054531,25234.0,25234.0,25231.75,25232.5,64
1761054532,25232.5,25232.5,25231.0,25231.75,125
1761054533,25231.75,25233.0,25231.5,25232.25,101
1761054534,25232.25,25233.25,25231.5,25233.25,69
1761054535,25233.25,25233.75,25231.5,25231.75,82
1761054536,25231.75,25232.0,25229.5,25230.25,303
1761054537,25230.25,25230.25,25225.25,25225.5,600
1761054538,25225.5,25226.0,25222.25,25225.5,598
1761054539,25225.5,25227.0,25225.0,25225.0,321
1761054540,25225.0,25230.25,25225.0,25229.75,251
1761054541,25229.75,25230.5,25228.0,25228.5,137
1761054542,25228.5,25230.25,25228.5,25229.75,130
1761054543,25229.75,25231.5,25229.25,25230.0,159
1761054544,25230.0,25231.25,25229.25,25230.0,95
1761054545,25230.0,25230.5,25227.75,25229.0,97
1761054546,25229.0,25230.25,25227.75,25228.5,88
1761054547,25228.5,25228.5,25223.0,25223.5,171
1761054548,25223.5,25223.5,25220.0,25221.25,477
1761054549,25221.25,25222.5,25220.25,25221.5,243
1761054550,25221.5,25224.0,25220.5,25220.75,214
1761054551,25220.75,25223.0,25220.25,25222.0,123
1761054552,25222.0,25223.25,25220.75,25220.75,142
1761054553,25220.75,25222.25,25219.25,25221.5,200
1761054554,25221.5,25222.0,25219.25,25220.75,177
1761054555,25220.75,25222.0,25219.5,25222.0,130
1761054556,25222.0,25222.25,25220.25,25221.5,60
1761054557,25221.5,25225.5,25221.0,25225.5,228
1761054558,25225.5,25227.0,25224.5,25226.5,167
1761054559,25226.5,25227.0,25224.0,25226.25,197
1761054560,25226.25,25227.0,25223.5,25225.25,140
1761054561,25225.25,25227.5,25225.0,25226.25,82
1761054562,25226.25,25229.75,25226.25,25227.5,207
1761054563,25227.5,25228.25,25226.75,25227.25,73
1761054564,25227.25,25229.75,25227.25,25228.75,102
1761054565,25228.75,25230.25,25228.0,25230.0,157
1761054566,25230.0,25232.25,25229.25,25230.25,161
1761054567,25230.25,25230.5,25226.25,25228.0,140
1761054568,25228.0,25230.75,25227.75,25230.25,107
1761054569,25230.25,25232.25,25229.5,25229.75,132
1761054570,25229.75,25231.0,25229.25,25229.5,95
1761054571,25229.5,25230.0,25228.0,25228.5,47
1761054572,25228.5,25232.25,25227.75,25229.75,178
1761054573,25229.75,25234.75,25229.75,25234.0,197
1761054574,25234.0,25235.5,25233.0,25233.75,149
1761054575,25233.75,25233.75,25231.0,25233.0,159
1761054576,25233.0,25234.5,25232.25,25234.25,75
1761054577,25234.25,25234.25,25232.25,25232.5,65
1761054578,25232.5,25233.0,25231.25,25232.5,68
1761054579,25232.5,25233.75,25231.5,25233.0,41
1761054580,25233.0,25233.0,25231.25,25232.5,39
1761054581,25232.5,25233.75,25230.75,25233.75,127
1761054582,25233.75,25235.0,25233.25,25233.75,48
1761054583,25233.75,25234.0,25233.0,25233.0,65
1761054584,25233.0,25235.5,25233.0,25235.0,38
1761054585,25235.0,25235.25,25233.0,25233.75,60
1761054586,25233.75,25234.0,25232.25,25232.25,22
1761054587,25232.25,25232.5,25230.25,25231.5,74
1761054588,25231.5,25233.0,25231.5,25232.25,74
1761054589,25232.25,25232.25,25231.0,25231.5,20
1761054590,25231.5,25233.0,25231.0,25231.75,33
1761054591,25231.75,25233.5,25231.25,25233.0,38
1761054592,25233.0,25234.75,25232.5,25234.75,51
1761054593,25234.75,25236.0,25234.25,25235.75,98
1761054594,25235.75,25236.75,25235.0,25235.75,98
1761054595,25235.75,25238.75,25235.5,25238.5,162
1761054596,25238.5,25241.25,25238.25,25241.0,195
1761054597,25241.0,25243.0,25241.0,25241.5,242
1761054598,25241.5,25242.75,25240.75,25241.75,108
1761054599,25241.75,25241.75,25238.5,25240.25,232
1761054600,25240.25,25241.0,25239.25,25240.0,155
1761054601,25240.0,25242.0,25240.0,25240.5,146
1761054602,25240.5,25244.75,25240.25,25243.75,272
1761054603,25243.75,25244.75,25241.0,25242.75,156
1761054604,25242.75,25245.0,25242.0,25245.0,127
1761054605,25245.0,25247.0,25244.5,25246.25,196
1761054606,25246.25,25249.25,25245.75,25248.0,399
1761054607,25248.0,25250.25,25248.0,25249.75,239
1761054608,25249.75,25250.5,25248.75,25249.0,140
1761054609,25249.0,25249.5,25246.25,25246.75,153
1761054610,25246.75,25248.25,25245.0,25245.5,177
1761054611,25245.5,25246.75,25244.0,25245.75,186
1761054612,25245.75,25245.75,25242.75,25243.5,70
1761054613,25243.5,25243.5,25242.0,25243.0,51
