time,open,high,low,close,volume
1760961030,25068.75,25069.25,25068.75,25069.25,2
1760961033,25069.25,25069.5,25069.25,25069.5,1
1760961034,25069.5,25069.5,25069.5,25069.5,0
1760961035,25069.5,25070.25,25069.5,25070.25,4
1760961036,25070.25,25070.25,25069.5,25069.5,1
1760961037,25069.5,25070.0,25069.5,25070.0,1
1760961038,25070.0,25070.0,25070.0,25070.0,1
1760961039,25070.0,25070.25,25069.75,25069.75,6
1760961040,25069.75,25070.25,25069.5,25070.25,7
1760961041,25070.25,25070.25,25070.25,25070.25,0
1760961042,25070.25,25070.25,25070.0,25070.0,3
1760961043,25070.0,25070.0,25070.0,25070.0,0
1760961044,25070.0,25072.0,25070.0,25072.0,25
1760961045,25072.0,25072.0,25071.25,25071.25,6
1760961046,25071.25,25071.75,25071.0,25071.0,3
1760961047,25071.0,25071.75,25071.0,25071.75,1
1760961048,25071.75,25072.0,25071.5,25072.0,5
1760961049,25072.0,25072.5,25072.0,25072.5,9
1760961050,25072.5,25072.5,25072.25,25072.5,3
1760961051,25072.5,25073.75,25072.25,25072.25,30
1760961052,25072.25,25072.25,25071.75,25071.75,1
1760961053,25071.75,25072.75,25071.75,25072.75,8
1760961054,25072.75,25072.75,25072.25,25072.25,1
1760961055,25072.25,25072.25,25072.25,25072.25,0
1760961056,25072.25,25072.25,25072.25,25072.25,1
1760961057,25072.25,25072.75,25072.25,25072.75,1
1760961058,25072.75,25074.0,25072.5,25072.75,29
1760961059,25072.75,25073.5,25072.75,25073.5,11
1760961060,25073.5,25073.5,25072.75,25073.5,8
1760961061,25073.5,25073.5,25073.25,25073.5,7
1760961062,25073.5,25073.75,25073.5,25073.5,2
1760961063,25073.5,25073.5,25073.0,25073.5,7
1760961064,25073.5,25074.0,25073.5,25074.0,9
1760961065,25074.0,25075.5,25073.5,25074.0,68
1760961066,25074.0,25075.25,25073.75,25074.25,31
1760961067,25074.25,25074.75,25074.25,25074.75,3
1760961068,25074.75,25075.25,25074.25,25074.75,25
1760961069,25074.75,25075.0,25074.5,25074.75,3
1760961070,25074.75,25075.25,25074.75,25075.25,7
1760961071,25075.25,25075.25,25075.25,25075.25,2
1760961072,25075.25,25075.5,25074.75,25074.75,5
1760961073,25074.75,25075.25,25074.75,25075.25,1
1760961074,25075.25,25075.75,25075.25,25075.75,18
1760961075,25075.75,25075.75,25075.75,25075.75,0
1760961076,25075.75,25076.25,25075.5,25076.25,13
1760961077,25076.25,25076.5,25076.25,25076.5,9
1760961078,25076.5,25077.0,25076.0,25077.0,19
1760961079,25077.0,25077.0,25076.5,25076.75,13
1760961080,25076.75,25076.75,25075.25,25075.25,15
1760961081,25075.25,25075.25,25074.75,25075.25,4
1760961082,25075.25,25076.0,25075.0,25075.0,28
1760961083,25075.0,25075.0,25074.75,25075.0,5
1760961084,25075.0,25075.75,25074.75,25075.75,12
1760961085,25075.75,25075.75,25074.75,25075.0,5
1760961086,25075.0,25076.0,25075.0,25076.0,10
1760961087,25076.0,25076.0,25075.0,25075.0,3
1760961088,25075.0,25076.25,25075.0,25076.25,11
1760961089,25076.25,25076.25,25076.25,25076.25,0
1760961090,25076.25,25076.75,25076.25,25076.5,5
1760961091,25076.5,25076.5,25075.75,25075.75,7
1760961092,25075.75,25075.75,25075.75,25075.75,0
1760961093,25075.75,25076.75,25075.75,25076.75,6
1760961094,25076.75,25077.0,25076.5,25077.0,9
1760961095,25077.0,25077.0,25076.5,25076.5,4
1760961096,25076.5,25078.0,25076.5,25077.0,41
1760961097,25077.0,25077.75,25077.0,25077.75,7
1760961098,25077.75,25078.75,25077.25,25077.75,27
